20842,848,	3180:	67,54%	
20875,6,	3185:	67,08%	
20908,389,	3190:	67,46%	
20939,922,	3195:	67,08%	
20973,31,	3200:	67,15%	
21005,28,	3205:	67,68%	
21037,836,	3210:	66,89%	
21068,906,	3215:	66,34%	
21101,297,	3220:	67,85%	
21132,824,	3225:	66,73%	
21165,977,	3230:	64,77%	
21197,488,	3235:	66,55%	
21228,094,	3240:	67,06%	
21262,066,	3245:	66,93%	
21294,344,	3250:	67,41%	
21325,234,	3255:	67,14%	
21356,643,	3260:	67,03%	
21388,693,	3265:	65,62%	
21423,092,	3270:	67,20%	
21452,842,	3275:	67,43%	
21486,54,	3280:	66,79%	
21518,527,	3285:	66,98%	
21550,76,	3290:	67,12%	
21582,82,	3295:	67,30%	
21615,027,	3300:	67,79%	
21648,717,	3305:	67,42%	
21679,691,	3310:	66,88%	
21710,732,	3315:	66,62%	
21743,03,	3320:	67,42%	
21775,031,	3325:	67,50%	
21805,469,	3330:	67,42%	
21836,629,	3335:	66,50%	
21868,842,	3340:	67,07%	
21901,86,	3345:	67,55%	
21933,021,	3350:	67,18%	
21963,252,	3355:	67,37%	
21996,309,	3360:	66,40%	
22029,268,	3365:	66,40%	
22062,672,	3370:	67,70%	
22094,596,	3375:	67,36%	
22125,695,	3380:	67,81%	
22157,754,	3385:	67,05%	
22189,154,	3390:	67,17%	
22222,086,	3395:	67,51%	
22253,951,	3400:	66,83%	
22286,46,	3405:	66,67%	
22316,932,	3410:	67,68%	
22347,738,	3415:	66,77%	
22380,62,	3420:	67,49%	
22412,158,	3425:	67,53%	
22443,648,	3430:	67,09%	
22476,3,	3435:	66,90%	
22506,678,	3440:	66,94%	
22539,0,	3445:	66,24%	
22572,639,	3450:	66,31%	
22604,352,	3455:	67,78%	
22636,236,	3460:	67,00%	
22669,234,	3465:	66,72%	
22701,309,	3470:	67,72%	
22733,629,	3475:	67,00%	
22766,164,	3480:	65,95%	
22797,473,	3485:	67,05%	
22829,27,	3490:	66,84%	
22862,44,	3495:	67,85%	
22895,053,	3500:	66,63%	
22927,32,	3505:	67,56%	
22959,236,	3510:	66,99%	
22989,703,	3515:	67,03%	
23022,432,	3520:	67,44%	
23054,805,	3525:	67,63%	
23089,64,	3530:	66,05%	
23122,336,	3535:	66,10%	
23155,436,	3540:	67,99%	
23187,559,	3545:	65,31%	
23219,951,	3550:	66,44%	
23252,82,	3555:	66,68%	
23282,691,	3560:	66,93%	
23316,133,	3565:	67,55%	
23349,768,	3570:	66,99%	
23383,686,	3575:	66,99%	
23415,416,	3580:	67,95%	
23446,479,	3585:	66,87%	
23478,83,	3590:	67,69%	
23511,22,	3595:	65,51%	
23543,506,	3600:	67,80%	
23576,46,	3605:	67,43%	
23607,102,	3610:	67,49%	
23639,488,	3615:	65,99%	
23671,502,	3620:	66,79%	
23705,404,	3625:	66,76%	
23737,672,	3630:	67,48%	
23767,385,	3635:	67,30%	
23799,893,	3640:	67,23%	
23832,914,	3645:	67,26%	
23864,535,	3650:	67,42%	
23895,043,	3655:	66,85%	
23927,326,	3660:	67,88%	
23960,498,	3665:	67,60%	
23992,795,	3670:	67,81%	
24025,938,	3675:	66,84%	
24059,46,	3680:	67,07%	
24091,688,	3685:	66,79%	
24123,393,	3690:	67,59%	
24156,143,	3695:	67,52%	
24188,512,	3700:	67,67%	
24218,98,	3705:	67,50%	
24251,672,	3710:	67,07%	
24284,096,	3715:	67,52%	
24315,096,	3720:	67,67%	
24345,271,	3725:	67,19%	
24377,75,	3730:	66,95%	
24410,027,	3735:	66,49%	
24443,324,	3740:	66,31%	
24476,568,	3745:	67,89%	
24507,633,	3750:	66,88%	
24539,195,	3755:	66,92%	
24571,893,	3760:	65,63%	
24601,877,	3765:	66,66%	
24633,879,	3770:	66,90%	
24666,096,	3775:	67,33%	
24699,74,	3780:	66,99%	
24730,004,	3785:	67,94%	
24763,111,	3790:	66,34%	
24795,123,	3795:	65,92%	
24826,904,	3800:	66,67%	
24859,156,	3805:	67,32%	
24893,68,	3810:	66,89%	
24927,584,	3815:	64,60%	
24958,97,	3820:	65,24%	
24989,096,	3825:	67,31%	
25021,527,	3830:	67,36%	
25053,613,	3835:	66,72%	
25084,809,	3840:	66,41%	
25117,465,	3845:	67,68%	
25149,713,	3850:	67,32%	
25182,18,	3855:	67,63%	
25213,508,	3860:	66,42%	
25246,203,	3865:	66,73%	
25280,283,	3870:	66,66%	
25312,686,	3875:	66,64%	
25343,68,	3880:	65,91%	
25377,096,	3885:	66,65%	
25408,191,	3890:	66,81%	
25439,867,	3895:	65,06%	
25471,145,	3900:	67,41%	
25503,348,	3905:	66,60%	
25534,377,	3910:	67,25%	
25565,08,	3915:	65,94%	
25596,787,	3920:	67,44%	
25628,605,	3925:	67,15%	
25659,973,	3930:	67,45%	
25691,748,	3935:	67,04%	
25723,4,	3940:	68,02%	
25758,02,	3945:	65,72%	
25788,436,	3950:	66,78%	
25822,2,	3955:	66,87%	
25854,584,	3960:	65,81%	
25887,088,	3965:	66,22%	
25920,031,	3970:	67,70%	
25951,45,	3975:	67,12%	
25983,676,	3980:	66,94%	
26014,34,	3985:	64,44%	
26046,844,	3990:	67,04%	
26078,168,	3995:	67,53%	
26110,988,	4000:	66,40%	
26144,1,	4005:	67,05%	
26177,512,	4010:	66,79%	
26209,629,	4015:	67,10%	
26241,32,	4020:	65,86%	
26273,385,	4025:	67,11%	
26307,389,	4030:	67,62%	
26340,248,	4035:	66,48%	
26372,84,	4040:	66,98%	
26403,545,	4045:	66,82%	
26435,057,	4050:	66,41%	
26465,588,	4055:	67,26%	
26496,629,	4060:	67,55%	
26529,36,	4065:	65,82%	
26562,203,	4070:	66,59%	
26595,848,	4075:	66,89%	
26628,182,	4080:	67,58%	
26661,662,	4085:	67,36%	
26694,336,	4090:	67,36%	
26725,564,	4095:	66,68%	
26758,328,	4100:	66,26%	
26790,172,	4105:	66,65%	
26824,115,	4110:	67,34%	
26856,336,	4115:	67,62%	
26889,943,	4120:	66,23%	
26921,967,	4125:	66,89%	
26955,412,	4130:	66,59%	
26988,008,	4135:	67,28%	
27020,305,	4140:	66,80%	
27051,982,	4145:	67,41%	
27084,932,	4150:	66,98%	
27116,28,	4155:	67,09%	
27149,115,	4160:	67,24%	
27180,854,	4165:	67,22%	
27213,318,	4170:	67,00%	
27244,885,	4175:	66,92%	
27276,053,	4180:	67,13%	
27307,535,	4185:	66,55%	
27339,648,	4190:	67,06%	
27371,629,	4195:	67,40%	
27403,338,	4200:	67,44%	
27433,78,	4205:	67,30%	
27464,928,	4210:	66,69%	
27497,947,	4215:	66,71%	
27530,342,	4220:	67,69%	
27561,668,	4225:	67,50%	
27594,172,	4230:	66,41%	
27626,213,	4235:	66,87%	
27658,004,	4240:	67,76%	
27691,191,	4245:	66,02%	
27723,6,	4250:	65,93%	
27755,236,	4255:	67,47%	
27786,896,	4260:	66,84%	
27819,01,	4265:	66,97%	
27852,498,	4270:	65,90%	
27886,004,	4275:	66,43%	
27918,184,	4280:	67,24%	
27949,084,	4285:	66,94%	
27980,729,	4290:	66,62%	
28011,771,	4295:	66,98%	
28044,002,	4300:	66,28%	
28077,094,	4305:	66,89%	
28107,918,	4310:	67,12%	
28139,8,	4315:	66,37%	
28171,068,	4320:	66,56%	
28203,916,	4325:	66,96%	
28236,46,	4330:	67,13%	
28270,266,	4335:	65,63%	
28300,168,	4340:	65,74%	
28331,064,	4345:	67,26%	
28363,611,	4350:	66,71%	
28396,057,	4355:	65,85%	
28429,717,	4360:	66,87%	
28461,637,	4365:	66,01%	
28493,357,	4370:	66,13%	
28524,762,	4375:	66,17%	
28557,217,	4380:	65,73%	
28589,633,	4385:	65,81%	
28621,842,	4390:	67,30%	
28654,049,	4395:	67,28%	
28687,15,	4400:	66,94%	
28719,088,	4405:	67,07%	
28752,05,	4410:	66,49%	
28784,129,	4415:	67,65%	
28818,447,	4420:	65,97%	
28850,115,	4425:	66,64%	
28881,848,	4430:	66,78%	
28915,328,	4435:	66,94%	
28947,762,	4440:	66,90%	
